year,age,population,sex
2015,12,177059,2
2015,13,180987,1
2015,13,170667,2
2015,14,186143,1
2015,14,175997,2
2015,15,188196,1
2015,15,178592,2
2015,16,199463,1
2015,16,191164,2
2015,17,209068,1
2015,17,199050,2
2015,18,227882,1
2015,18,215982,2
2015,19,238964,1
2015,19,225235,2
2015,20,249362,1
2015,20,234105,2
2015,21,262876,1
2015,21,248278,2
2015,22,281665,1
2015,22,266478,2
2015,23,300231,1
2015,23,284466,2
2015,24,314504,1
2015,24,298698,2
2015,25,327580,1
2015,25,312777,2
2015,26,346992,1
2015,26,332720,2
2015,27,357886,1
2015,27,343352,2
2015,28,378677,1
2015,28,365578,2
2015,29,366153,1
2015,29,355449,2
2015,30,374537,1
2015,30,363599,2
2015,31,378603,1
2015,31,368818,2
2015,32,344736,1
2015,32,335172,2
2015,33,330345,1
2015,33,328029,2
2015,34,337366,1
2015,34,335358,2
2015,35,317412,1
2015,35,317232,2
2015,36,312900,1
2015,36,317055,2
2015,37,300708,1
2015,37,308054,2
2015,38,316340,1
2015,38,324670,2
2015,39,307408,1
2015,39,320373,2
2015,40,298099,1
2015,40,312670,2
2015,41,289983,1
2015,41,305121,2
2015,42,297047,1
2015,42,315906,2
2015,43,294493,1
2015,43,312569,2
2015,44,290932,1
2015,44,310086,2
2015,45,264845,1
2015,45,287265,2
2015,46,267703,1
2015,46,292313,2
2015,47,261554,1
2015,47,290109,2
2015,48,267525,1
2015,48,299869,2
2015,49,261977,1
2015,49,298712,2
2015,50,271209,1
2015,50,313464,2
2015,51,286262,1
2015,51,336222,2
2015,52,290106,1
2015,52,345283,2
2015,53,299243,1
2015,53,357839,2
2015,54,307062,1
2015,54,371535,2
2015,55,287949,1
2015,55,356664,2
2015,56,281892,1
2015,56,354673,2
2015,57,265436,1
2015,57,340788,2
2015,58,259745,1
2015,58,339892,2
2015,59,237953,1
2015,59,317927,2
2015,60,240081,1
2015,60,327319,2
2015,61,214295,1
2015,61,299309,2
2015,62,219481,1
2015,62,312970,2
2015,63,215888,1
2015,63,309863,2
2015,64,209135,1
2015,64,306309,2
2015,65,209290,1
2015,65,317617,2
2015,66,170980,1
2015,66,263530,2
2015,67,146247,1
2015,67,233511,2
2015,68,135885,1
2015,68,226442,2
2015,69,85535,1
2015,69,149626,2
2015,70,94676,1
2015,70,172654,2
2015,71,82262,1
2015,71,153710,2
2015,72,101567,1
2015,72,195742,2
2015,73,130891,1
2015,73,253546,2
2015,74,128685,1
2015,74,254217,2
2015,75,127910,1
2015,75,269803,2
2015,76,126603,1
2015,76,273656,2
2015,77,124495,1
2015,77,268390,2
2015,78,96104,1
2015,78,207491,2
2015,79,73793,1
2015,79,162301,2
2016,0,211339,1
2016,0,197833,2
2016,1,238053,1
2016,1,224436,2
2016,2,242884,1
2016,2,228566,2
2016,3,251286,1
2016,3,236070,2
2016,4,242525,1
2016,4,228012,2
2016,5,239790,1
2016,5,225895,2
2016,6,247658,1
2016,6,232081,2
2016,7,246292,1
2016,7,231359,2
2016,8,226677,1
2016,8,214535,2
2016,9,220970,1
2016,9,210041,2
2016,10,205415,1
2016,10,193481,2
2016,11,205494,1
2016,11,194605,2
2016,12,196088,1
2016,12,185961,2
2016,13,188378,1
2016,13,177020,2
2016,14,180933,1
2016,14,170616,2
2016,15,186068,1
2016,15,175950,2
2016,16,188132,1
2016,16,178596,2
2016,17,199667,1
2016,17,191300,2
2016,18,209887,1
2016,18,199416,2
2016,19,228717,1
2016,19,216345,2
2016,20,239365,1
2016,20,225479,2
2016,21,249004,1
2016,21,234132,2
2016,22,262351,1
2016,22,248210,2
2016,23,281119,1
2016,23,266380,2
2016,24,299627,1
2016,24,284254,2
2016,25,313751,1
2016,25,298618,2
2016,26,326933,1
2016,26,312701,2
2016,27,346300,1
2016,27,332604,2
2016,28,357229,1
2016,28,343228,2
2016,29,377924,1
2016,29,365398,2
2016,30,365389,1
2016,30,355317,2
2016,31,373599,1
2016,31,363325,2
2016,32,377596,1
2016,32,368473,2
2016,33,343652,1
2016,33,334841,2
2016,34,329211,1
2016,34,327713,2
2016,35,336112,1
2016,35,334930,2
2016,36,316073,1
2016,36,316770,2
2016,37,311492,1
2016,37,316567,2
2016,38,299213,1
2016,38,307561,2
2016,39,314648,1
2016,39,324098,2
2016,40,305622,1
2016,40,319800,2
2016,41,296250,1
2016,41,312008,2
2016,42,288153,1
2016,42,304467,2
2016,43,295105,1
2016,43,315155,2
2016,44,292515,1
2016,44,311807,2
2016,45,288882,1
2016,45,309322,2
2016,46,262769,1
2016,46,286474,2
2016,47,265315,1
2016,47,291439,2
2016,48,259160,1
2016,48,289260,2
2016,49,264886,1
2016,49,298893,2
2016,50,259215,1
2016,50,297676,2
2016,51,268174,1
2016,51,312280,2
2016,52,282787,1
2016,52,334969,2
2016,53,286276,1
2016,53,343840,2
2016,54,295213,1
2016,54,356263,2
2016,55,302282,1
2016,55,369718,2
2016,56,283130,1
2016,56,354777,2
2016,57,276830,1
2016,57,352682,2
2016,58,260318,1
2016,58,338471,2
2016,59,254431,1
2016,59,337497,2
2016,60,232462,1
2016,60,315462,2
2016,61,233782,1
2016,61,324457,2
2016,62,208379,1
2016,62,296363,2
2016,63,212821,1
2016,63,309520,2
2016,64,208929,1
2016,64,306173,2
2016,65,202140,1
2016,65,302258,2
2016,66,201406,1
2016,66,312895,2
2016,67,164310,1
2016,67,259283,2
2016,68,140031,1
2016,68,229249,2
2016,69,129849,1
2016,69,222131,2
2016,70,81538,1
2016,70,146446,2
2016,71,89398,1
2016,71,168292,2
2016,72,77468,1
2016,72,149507,2
2016,73,95195,1
2016,73,189839,2
2016,74,122876,1
2016,74,245425,2
2016,75,119964,1
2016,75,245102,2
2016,76,118369,1
2016,76,258565,2
2016,77,116399,1
2016,77,261038,2
2016,78,113614,1
2016,78,254250,2
2016,79,87444,1
2016,79,195204,2
2017,0,203793,1
2017,0,190833,2
2017,1,211045,1
2017,1,197600,2
2017,2,237929,1
2017,2,224336,2
2017,3,242802,1
2017,3,228506,2
2017,4,251201,1
2017,4,236030,2
2017,5,242467,1
2017,5,227967,2
2017,6,239738,1
2017,6,225856,2
2017,7,247603,1
2017,7,232042,2
2017,8,246238,1
2017,8,231335,2
2017,9,226623,1
2017,9,214511,2
2017,10,220944,1
2017,10,210020,2
2017,11,205363,1
2017,11,193450,2
2017,12,205461,1
2017,12,194569,2
2017,13,196045,1
2017,13,185932,2
2017,14,188298,1
2017,14,176999,2
2017,15,180859,1
2017,15,170565,2
2017,16,185990,1
2017,16,175922,2
2017,17,188144,1
2017,17,178590,2
2017,18,199959,1
2017,18,191425,2
2017,19,210527,1
2017,19,199650,2
2017,20,229118,1
2017,20,216485,2
2017,21,239503,1
2017,21,225537,2
2017,22,249094,1
2017,22,234150,2
2017,23,262233,1
2017,23,248188,2
2017,24,280918,1
2017,24,266346,2
2017,25,299374,1
2017,25,284191,2
2017,26,313398,1
2017,26,298552,2
2017,27,326497,1
2017,27,312544,2
2017,28,345782,1
2017,28,332446,2
2017,29,356606,1
2017,29,343069,2
2017,30,377087,1
2017,30,365195,2
2017,31,364603,1
2017,31,355062,2
2017,32,372641,1
2017,32,363038,2
2017,33,376464,1
2017,33,368133,2
2017,34,342549,1
2017,34,334493,2
2017,35,327960,1
2017,35,327331,2
2017,36,334798,1
2017,36,334485,2
2017,37,314568,1
2017,37,316292,2
2017,38,309988,1
2017,38,315973,2
2017,39,297602,1
2017,39,307015,2
2017,40,312866,1
2017,40,323495,2
2017,41,303838,1
2017,41,319180,2
2017,42,294323,1
2017,42,311309,2
2017,43,286146,1
2017,43,303723,2
2017,44,293019,1
2017,44,314366,2
2017,45,290310,1
2017,45,310935,2
2017,46,286619,1
2017,46,308488,2
2017,47,260553,1
2017,47,285635,2
2017,48,262840,1
2017,48,290464,2
2017,49,256572,1
2017,49,288226,2
2017,50,262022,1
2017,50,297829,2
2017,51,256251,1
2017,51,296576,2
2017,52,264837,1
2017,52,311045,2
2017,53,279060,1
2017,53,333552,2
2017,54,282185,1
2017,54,342221,2
2017,55,290839,1
2017,55,354529,2
2017,56,297343,1
2017,56,367794,2
2017,57,278088,1
2017,57,352696,2
2017,58,271496,1
2017,58,350322,2
2017,59,254987,1
2017,59,335932,2
2017,60,248445,1
2017,60,334890,2
2017,61,226389,1
2017,61,312671,2
2017,62,227425,1
2017,62,321405,2
2017,63,202048,1
2017,63,293211,2
2017,64,205987,1
2017,64,305914,2
2017,65,201870,1
2017,65,302297,2
2017,66,195133,1
2017,66,297971,2
2017,67,193619,1
2017,67,307848,2
2017,68,157589,1
2017,68,254805,2
2017,69,133813,1
2017,69,224800,2
2017,70,123737,1
2017,70,217524,2
2017,71,77479,1
2017,71,143022,2
2017,72,84158,1
2017,72,163586,2
2017,73,72744,1
2017,73,144936,2
2017,74,88760,1
2017,74,183513,2
2017,75,114938,1
2017,75,236587,2
2017,76,111518,1
2017,76,235294,2
2017,77,108821,1
2017,77,246807,2
2017,78,106602,1
2017,78,247748,2
2017,79,103244,1
2017,79,239585,2
2018,0,186249,1
2018,0,175540,2
2018,1,203612,1
2018,1,190704,2
2018,2,210970,1
2018,2,197562,2
2018,3,237860,1
2018,3,224277,2
2018,4,242735,1
2018,4,228464,2
2018,5,251130,1
2018,5,235993,2
2018,6,242412,1
2018,6,227890,2
2018,7,239702,1
2018,7,225812,2
2018,8,247559,1
2018,8,231999,2
2018,9,246176,1
2018,9,231298,2
2018,10,226564,1
2018,10,214495,2
2018,11,220909,1
2018,11,209978,2
2018,12,205307,1
2018,12,193413,2
2018,13,205406,1
2018,13,194548,2
2018,14,196012,1
2018,14,185914,2
2018,15,188228,1
2018,15,176981,2
2018,16,180824,1
2018,16,170569,2
2018,17,186186,1
2018,17,176019,2
2018,18,189258,1
2018,18,179078,2
2018,19,201471,1
2018,19,192029,2
2018,20,211406,1
2018,20,200108,2
2018,21,229126,1
2018,21,216597,2
2018,22,238811,1
2018,22,225470,2
2018,23,248375,1
2018,23,233980,2
2018,24,261652,1
2018,24,247985,2
2018,25,280177,1
2018,25,266164,2
2018,26,298720,1
2018,26,284077,2
2018,27,312702,1
2018,27,298394,2
2018,28,325929,1
2018,28,312426,2
2018,29,345074,1
2018,29,332287,2
2018,30,355862,1
2018,30,342871,2
2018,31,376261,1
2018,31,364935,2
2018,32,363707,1
2018,32,354801,2
2018,33,371652,1
2018,33,362715,2
2018,34,375315,1
2018,34,367803,2
2018,35,341427,1
2018,35,334104,2
2018,36,326819,1
2018,36,326940,2
2018,37,333438,1
2018,37,333962,2
2018,38,313194,1
2018,38,315779,2
2018,39,308440,1
2018,39,315414,2
2018,40,295959,1
2018,40,306413,2
2018,41,311141,1
2018,41,322915,2
2018,42,302079,1
2018,42,318522,2
2018,43,292295,1
2018,43,310582,2
2018,44,284147,1
2018,44,302993,2
2018,45,291008,1
2018,45,313573,2
2018,46,288046,1
2018,46,310065,2
2018,47,284217,1
2018,47,307611,2
2018,48,258279,1
2018,48,284748,2
2018,49,260336,1
2018,49,289547,2
2018,50,253738,1
2018,50,287181,2
2018,51,259091,1
2018,51,296697,2
2018,52,253238,1
2018,52,295429,2
2018,53,261415,1
2018,53,309729,2
2018,54,275157,1
2018,54,332060,2
2018,55,277815,1
2018,55,340567,2
2018,56,286253,1
2018,56,352807,2
2018,57,292336,1
2018,57,365746,2
2018,58,272802,1
2018,58,350588,2
2018,59,265998,1
2018,59,347866,2
2018,60,249164,1
2018,60,333426,2
2018,61,242464,1
2018,61,332184,2
2018,62,220318,1
2018,62,309794,2
2018,63,220974,1
2018,63,318175,2
2018,64,195975,1
2018,64,290001,2
2018,65,199191,1
2018,65,302232,2
2018,66,194822,1
2018,66,298194,2
2018,67,187846,1
2018,67,293508,2
2018,68,185654,1
2018,68,302423,2
2018,69,150706,1
2018,69,249945,2
2018,70,127622,1
2018,70,220123,2
2018,71,117577,1
2018,71,212546,2
2018,72,73484,1
2018,72,139598,2
2018,73,78939,1
2018,73,158533,2
2018,74,68046,1
2018,74,140106,2
2018,75,82581,1
2018,75,176816,2
2018,76,107218,1
2018,76,227786,2
2018,77,103162,1
2018,77,225131,2
2018,78,99682,1
2018,78,234596,2
2018,79,97145,1
2018,79,234156,2
